audio_path,label,fold
Major_134.wav,Major,2
Minor_267.wav,Minor,5
Major_233.wav,Major,1
Major_162.wav,Major,1
Major_332.wav,Major,3
Minor_240.wav,Minor,3
Minor_343.wav,Minor,5
Minor_347.wav,Minor,5
Major_24.wav,Major,1
Major_1.wav,Major,1
Minor_287.wav,Minor,4
Minor_98.wav,Minor,3
Minor_208.wav,Minor,2
Minor_252.wav,Minor,4
Major_86.wav,Major,3
Major_191.wav,Major,4
Minor_306.wav,Minor,1
Minor_25.wav,Minor,2
Major_276.wav,Major,4
Major_47.wav,Major,2
Major_325.wav,Major,3
Minor_301.wav,Minor,4
Major_29.wav,Major,5
Major_172.wav,Major,1
Minor_125.wav,Minor,2
Minor_207.wav,Minor,4
Minor_122.wav,Minor,4
Major_238.wav,Major,1
Major_272.wav,Major,5
Major_42.wav,Major,3
Major_268.wav,Major,5
Minor_23.wav,Minor,1
Major_241.wav,Major,1
Minor_289.wav,Minor,3
Major_13.wav,Major,1
Major_278.wav,Major,1
Major_76.wav,Major,5
Major_452.wav,Major,5
Minor_118.wav,Minor,1
Major_358.wav,Major,1
Minor_331.wav,Minor,2
Minor_220.wav,Minor,5
Major_341.wav,Major,1
Major_145.wav,Major,1
Minor_93.wav,Minor,3
Minor_216.wav,Minor,5
Major_161.wav,Major,4
Major_240.wav,Major,4
Minor_129.wav,Minor,2
Major_152.wav,Major,3
Major_340.wav,Major,4
Major_119.wav,Major,2
Major_93.wav,Major,3
Minor_64.wav,Minor,3
Minor_228.wav,Minor,4
Major_337.wav,Major,5
Major_408.wav,Major,1
Major_31.wav,Major,3
Minor_332.wav,Minor,5
Minor_353.wav,Minor,3
Minor_79.wav,Minor,3
Major_249.wav,Major,5
Major_59.wav,Major,4
Major_320.wav,Major,2
Major_462.wav,Major,4
Minor_166.wav,Minor,5
Major_96.wav,Major,1
Major_183.wav,Major,3
Major_500.wav,Major,5
Major_213.wav,Major,1
Minor_34.wav,Minor,3
Minor_218.wav,Minor,5
Minor_170.wav,Minor,1
Minor_231.wav,Minor,4
Major_302.wav,Major,3
Minor_280.wav,Minor,2
Major_40.wav,Major,2
Minor_245.wav,Minor,5
Minor_355.wav,Minor,1
Minor_316.wav,Minor,3
Major_313.wav,Major,3
Major_405.wav,Major,3
Major_239.wav,Major,2
Major_391.wav,Major,1
Minor_43.wav,Minor,2
Major_450.wav,Major,4
Major_355.wav,Major,1
Major_242.wav,Major,5
Major_229.wav,Major,3
Major_187.wav,Major,3
Minor_49.wav,Minor,5
Minor_351.wav,Minor,2
Major_328.wav,Major,5
Minor_254.wav,Minor,1
Minor_107.wav,Minor,1
Minor_160.wav,Minor,3
Major_168.wav,Major,3
Major_458.wav,Major,5
Major_209.wav,Major,1
Major_69.wav,Major,2
Major_323.wav,Major,2
Minor_54.wav,Minor,3
Major_420.wav,Major,4
Major_38.wav,Major,2
Minor_124.wav,Minor,4
Major_122.wav,Major,5
Major_290.wav,Major,4
Major_352.wav,Major,4
Minor_47.wav,Minor,4
Major_288.wav,Major,3
Major_257.wav,Major,3
Major_137.wav,Major,1
Minor_20.wav,Minor,3
Minor_121.wav,Minor,3
Major_448.wav,Major,3
Major_491.wav,Major,5
Major_265.wav,Major,4
Major_177.wav,Major,3
Minor_309.wav,Minor,1
Major_194.wav,Major,5
Minor_70.wav,Minor,2
Major_6.wav,Major,5
Minor_253.wav,Minor,5
Major_219.wav,Major,1
Major_218.wav,Major,1
Major_343.wav,Major,3
Major_73.wav,Major,4
Minor_325.wav,Minor,1
Major_195.wav,Major,5
Minor_66.wav,Minor,5
Major_489.wav,Major,5
Major_486.wav,Major,4
Major_273.wav,Major,5
Major_364.wav,Major,3
Minor_32.wav,Minor,4
Minor_184.wav,Minor,1
Minor_221.wav,Minor,3
Major_373.wav,Major,5
Major_101.wav,Major,1
Major_429.wav,Major,2
Minor_193.wav,Minor,2
Major_158.wav,Major,4
Minor_77.wav,Minor,2
Minor_30.wav,Minor,3
Minor_226.wav,Minor,3
Major_104.wav,Major,3
Major_72.wav,Major,3
Minor_282.wav,Minor,3
Minor_188.wav,Minor,3
Major_329.wav,Major,4
Major_465.wav,Major,3
Major_397.wav,Major,4
Major_287.wav,Major,3
Major_433.wav,Major,2
Minor_44.wav,Minor,4
Major_365.wav,Major,5
Minor_354.wav,Minor,3
Major_390.wav,Major,2
Major_80.wav,Major,2
Minor_234.wav,Minor,2
Major_372.wav,Major,1
Minor_80.wav,Minor,1
Minor_233.wav,Minor,4
Minor_291.wav,Minor,2
Minor_127.wav,Minor,2
Minor_242.wav,Minor,4
Minor_150.wav,Minor,2
Minor_167.wav,Minor,3
Minor_262.wav,Minor,1
Major_395.wav,Major,5
Major_317.wav,Major,2
Major_68.wav,Major,2
Minor_344.wav,Minor,1
Minor_215.wav,Minor,1
Major_225.wav,Major,5
Major_258.wav,Major,5
Major_396.wav,Major,3
Minor_305.wav,Minor,3
Major_402.wav,Major,2
Major_125.wav,Major,5
Minor_266.wav,Minor,2
Major_262.wav,Major,3
Major_399.wav,Major,4
Major_253.wav,Major,5
Major_95.wav,Major,1
Major_206.wav,Major,2
Minor_103.wav,Minor,1
Major_356.wav,Major,4
Major_43.wav,Major,2
Major_170.wav,Major,5
Major_246.wav,Major,4
Major_174.wav,Major,4
Major_410.wav,Major,5
Major_431.wav,Major,5
Major_330.wav,Major,2
Minor_258.wav,Minor,4
Major_467.wav,Major,5
Minor_352.wav,Minor,5
Minor_84.wav,Minor,2
Major_28.wav,Major,4
Major_160.wav,Major,4
Major_49.wav,Major,4
Major_436.wav,Major,3
Minor_286.wav,Minor,3
Major_383.wav,Major,1
Major_261.wav,Major,2
Major_147.wav,Major,2
Minor_101.wav,Minor,3
Minor_322.wav,Minor,2
Minor_73.wav,Minor,5
Major_58.wav,Major,5
Major_185.wav,Major,5
Major_479.wav,Major,4
Major_3.wav,Major,2
Minor_330.wav,Minor,5
Minor_285.wav,Minor,5
Major_100.wav,Major,3
Major_322.wav,Major,1
Major_133.wav,Major,4
Major_252.wav,Major,2
Major_108.wav,Major,4
Major_99.wav,Major,5
Minor_271.wav,Minor,4
Minor_75.wav,Minor,4
Major_294.wav,Major,2
Major_110.wav,Major,2
Major_366.wav,Major,1
Minor_45.wav,Minor,3
Major_460.wav,Major,5
Minor_292.wav,Minor,4
Major_270.wav,Major,2
Major_296.wav,Major,3
Minor_249.wav,Minor,3
Minor_119.wav,Minor,4
Major_111.wav,Major,5
Major_107.wav,Major,4
Minor_146.wav,Minor,2
Major_471.wav,Major,2
Major_344.wav,Major,2
Minor_144.wav,Minor,1
Minor_340.wav,Minor,1
Major_217.wav,Major,1
Major_30.wav,Major,3
Minor_135.wav,Minor,4
Major_232.wav,Major,4
Major_443.wav,Major,1
Minor_112.wav,Minor,3
Minor_321.wav,Minor,2
Major_146.wav,Major,1
Major_46.wav,Major,4
Major_475.wav,Major,5
Major_171.wav,Major,2
Minor_179.wav,Minor,3
Minor_181.wav,Minor,4
Major_150.wav,Major,3
Major_228.wav,Major,3
Major_289.wav,Major,4
Major_181.wav,Major,4
Major_485.wav,Major,2
Minor_356.wav,Minor,4
Minor_277.wav,Minor,2
Major_140.wav,Major,5
Minor_310.wav,Minor,5
Minor_37.wav,Minor,5
Minor_342.wav,Minor,4
Major_126.wav,Major,3
Major_312.wav,Major,5
Major_167.wav,Major,1
Major_267.wav,Major,2
Minor_274.wav,Minor,5
Major_496.wav,Major,2
Major_90.wav,Major,5
Minor_104.wav,Minor,3
Major_255.wav,Major,1
Minor_109.wav,Minor,5
Major_435.wav,Major,3
Major_274.wav,Major,5
Minor_69.wav,Minor,4
Major_286.wav,Major,5
Minor_279.wav,Minor,3
Major_291.wav,Major,1
Minor_29.wav,Minor,4
Minor_312.wav,Minor,1
Minor_38.wav,Minor,2
Minor_323.wav,Minor,3
Minor_90.wav,Minor,5
Major_205.wav,Major,5
Major_245.wav,Major,5
Minor_143.wav,Minor,5
Minor_173.wav,Minor,2
Minor_334.wav,Minor,4
Major_468.wav,Major,5
Minor_206.wav,Minor,5
Minor_14.wav,Minor,5
Major_300.wav,Major,1
Minor_142.wav,Minor,2
Major_453.wav,Major,4
Major_57.wav,Major,3
Major_36.wav,Major,3
Minor_268.wav,Minor,2
Minor_235.wav,Minor,5
Major_412.wav,Major,3
Major_303.wav,Major,5
Major_306.wav,Major,3
Major_451.wav,Major,4
Major_338.wav,Major,4
Minor_111.wav,Minor,1
Major_271.wav,Major,1
Major_19.wav,Major,2
Major_91.wav,Major,5
Minor_130.wav,Minor,2
Major_39.wav,Major,1
Major_20.wav,Major,1
Major_470.wav,Major,3
Major_83.wav,Major,3
Major_53.wav,Major,4
Minor_272.wav,Minor,5
Major_164.wav,Major,5
Major_202.wav,Major,1
Major_184.wav,Major,2
Major_318.wav,Major,4
Major_314.wav,Major,1
Minor_313.wav,Minor,2
Major_32.wav,Major,3
Major_180.wav,Major,5
Major_415.wav,Major,2
Minor_52.wav,Minor,3
Minor_102.wav,Minor,4
Minor_180.wav,Minor,2
Major_103.wav,Major,5
Major_298.wav,Major,4
Major_414.wav,Major,5
Major_285.wav,Major,1
Minor_8.wav,Minor,3
Major_384.wav,Major,2
Major_81.wav,Major,3
Minor_278.wav,Minor,4
Major_79.wav,Major,5
Major_495.wav,Major,2
Minor_302.wav,Minor,1
Major_442.wav,Major,3
Major_248.wav,Major,3
Minor_13.wav,Minor,5
Minor_0.wav,Minor,1
Major_0.wav,Major,3
Major_254.wav,Major,1
Minor_94.wav,Minor,4
Major_311.wav,Major,2
Minor_333.wav,Minor,2
Major_295.wav,Major,5
Major_92.wav,Major,5
Minor_317.wav,Minor,3
Major_347.wav,Major,2
Minor_35.wav,Minor,1
Major_374.wav,Major,2
Major_354.wav,Major,4
Major_66.wav,Major,1
Major_199.wav,Major,5
Minor_99.wav,Minor,3
Major_473.wav,Major,1
Major_350.wav,Major,4
Major_18.wav,Major,5
Major_346.wav,Major,1
Major_64.wav,Major,3
Major_349.wav,Major,3
Major_327.wav,Major,4
Major_422.wav,Major,1
Major_498.wav,Major,1
Minor_53.wav,Minor,1
Minor_126.wav,Minor,1
Major_33.wav,Major,4
Major_357.wav,Major,1
Minor_123.wav,Minor,1
Minor_273.wav,Minor,3
Minor_227.wav,Minor,2
Minor_183.wav,Minor,3
Minor_131.wav,Minor,4
Major_469.wav,Major,1
Minor_172.wav,Minor,2
Major_82.wav,Major,4
Minor_72.wav,Minor,4
Major_488.wav,Major,2
Minor_154.wav,Minor,1
Major_484.wav,Major,1
Minor_211.wav,Minor,4
Major_362.wav,Major,4
Minor_300.wav,Minor,2
Major_319.wav,Major,3
Minor_59.wav,Minor,5
Minor_213.wav,Minor,3
Major_382.wav,Major,5
Major_430.wav,Major,2
Major_476.wav,Major,1
Major_392.wav,Major,2
Minor_161.wav,Minor,3
Minor_136.wav,Minor,2
Minor_10.wav,Minor,1
Major_190.wav,Major,2
Major_215.wav,Major,2
Minor_95.wav,Minor,2
Major_45.wav,Major,4
Major_447.wav,Major,2
Minor_201.wav,Minor,4
Major_130.wav,Major,3
Major_169.wav,Major,5
Major_25.wav,Major,4
Minor_82.wav,Minor,3
Major_380.wav,Major,3
Major_118.wav,Major,1
Minor_276.wav,Minor,2
Minor_238.wav,Minor,1
Minor_9.wav,Minor,5
Major_403.wav,Major,1
Major_345.wav,Major,4
Major_455.wav,Major,3
Major_394.wav,Major,5
Minor_263.wav,Minor,2
Minor_133.wav,Minor,4
Major_221.wav,Major,5
Major_192.wav,Major,4
Minor_219.wav,Minor,5
Major_89.wav,Major,3
Minor_288.wav,Minor,1
Minor_232.wav,Minor,1
Minor_257.wav,Minor,5
Major_335.wav,Major,5
Minor_5.wav,Minor,5
Major_102.wav,Major,5
Major_129.wav,Major,4
Minor_3.wav,Minor,5
Minor_117.wav,Minor,2
Major_309.wav,Major,4
Major_259.wav,Major,3
Minor_202.wav,Minor,4
Major_497.wav,Major,1
Minor_163.wav,Minor,3
Minor_260.wav,Minor,5
Minor_4.wav,Minor,3
Minor_137.wav,Minor,3
Minor_92.wav,Minor,2
Minor_105.wav,Minor,4
Major_441.wav,Major,3
Minor_298.wav,Minor,1
Major_207.wav,Major,1
Major_370.wav,Major,4
Major_8.wav,Major,3
Major_439.wav,Major,3
Major_454.wav,Major,3
Minor_58.wav,Minor,1
Major_196.wav,Major,1
Minor_21.wav,Minor,1
Minor_248.wav,Minor,3
Minor_295.wav,Minor,5
Minor_157.wav,Minor,1
Major_418.wav,Major,1
Minor_230.wav,Minor,4
Major_144.wav,Major,4
Major_211.wav,Major,3
Minor_81.wav,Minor,4
Minor_200.wav,Minor,4
Minor_297.wav,Minor,3
Minor_329.wav,Minor,5
Major_230.wav,Major,3
Minor_22.wav,Minor,2
Major_132.wav,Major,3
Minor_48.wav,Minor,1
Major_310.wav,Major,1
Major_315.wav,Major,5
Major_216.wav,Major,5
Major_419.wav,Major,3
Minor_264.wav,Minor,2
Minor_110.wav,Minor,2
Major_109.wav,Major,3
Major_301.wav,Major,2
Minor_341.wav,Minor,1
Minor_62.wav,Minor,1
Minor_158.wav,Minor,1
Major_389.wav,Major,1
Major_179.wav,Major,5
Major_153.wav,Major,2
Major_186.wav,Major,1
Major_250.wav,Major,3
Minor_195.wav,Minor,3
Major_478.wav,Major,4
Major_182.wav,Major,3
Minor_176.wav,Minor,1
Major_376.wav,Major,1
Major_50.wav,Major,2
Minor_145.wav,Minor,5
Minor_283.wav,Minor,5
Major_474.wav,Major,2
Major_393.wav,Major,3
Major_200.wav,Major,4
Minor_229.wav,Minor,4
Minor_250.wav,Minor,4
Minor_299.wav,Minor,5
Major_87.wav,Major,4
Major_416.wav,Major,3
Major_94.wav,Major,1
Minor_159.wav,Minor,4
Major_78.wav,Major,1
Minor_217.wav,Minor,3
Minor_42.wav,Minor,3
Major_178.wav,Major,2
Minor_256.wav,Minor,5
Minor_205.wav,Minor,4
Minor_223.wav,Minor,5
Major_155.wav,Major,2
Major_369.wav,Major,1
Minor_210.wav,Minor,5
Major_115.wav,Major,3
Major_60.wav,Major,3
Major_237.wav,Major,1
Minor_76.wav,Minor,4
Major_26.wav,Major,2
Major_260.wav,Major,5
Minor_190.wav,Minor,3
Minor_222.wav,Minor,3
Major_112.wav,Major,2
Minor_337.wav,Minor,1
Minor_308.wav,Minor,4
Major_483.wav,Major,4
Minor_63.wav,Minor,3
Major_409.wav,Major,4
Minor_169.wav,Minor,4
Major_351.wav,Major,2
Major_421.wav,Major,3
Major_377.wav,Major,4
Major_67.wav,Major,2
Minor_128.wav,Minor,2
Major_235.wav,Major,3
Minor_303.wav,Minor,1
Minor_83.wav,Minor,1
Major_316.wav,Major,4
Major_299.wav,Major,5
Major_12.wav,Major,5
Major_385.wav,Major,3
Minor_191.wav,Minor,1
Major_128.wav,Major,4
Minor_71.wav,Minor,2
Minor_165.wav,Minor,3
Minor_155.wav,Minor,1
Major_367.wav,Major,2
Minor_338.wav,Minor,4
Major_4.wav,Major,2
Major_279.wav,Major,2
Major_368.wav,Major,2
Minor_311.wav,Minor,2
Major_142.wav,Major,2
Major_223.wav,Major,2
Minor_39.wav,Minor,1
Minor_108.wav,Minor,4
Major_139.wav,Major,4
Major_175.wav,Major,3
Minor_7.wav,Minor,4
Major_480.wav,Major,2
Minor_187.wav,Minor,1
Major_131.wav,Major,4
Minor_149.wav,Minor,2
Major_75.wav,Major,5
Minor_2.wav,Minor,4
Major_201.wav,Major,4
Minor_185.wav,Minor,3
Major_308.wav,Major,4
Major_371.wav,Major,1
Major_9.wav,Major,4
Minor_197.wav,Minor,5
Minor_15.wav,Minor,2
Major_459.wav,Major,4
Minor_314.wav,Minor,5
Minor_57.wav,Minor,5
Minor_247.wav,Minor,5
Minor_194.wav,Minor,4
Minor_296.wav,Minor,1
Minor_26.wav,Minor,1
Major_189.wav,Major,4
Minor_91.wav,Minor,3
Minor_290.wav,Minor,3
Minor_349.wav,Minor,5
Major_151.wav,Major,3
Major_446.wav,Major,2
Minor_152.wav,Minor,3
Major_331.wav,Major,2
Minor_189.wav,Minor,3
Major_51.wav,Major,1
Major_193.wav,Major,2
Minor_345.wav,Minor,1
Minor_284.wav,Minor,1
Major_493.wav,Major,1
Major_44.wav,Major,1
Minor_96.wav,Minor,4
Major_7.wav,Major,5
Major_113.wav,Major,2
Minor_141.wav,Minor,4
Major_501.wav,Major,5
Minor_27.wav,Minor,1
Major_123.wav,Major,1
Major_188.wav,Major,3
Minor_68.wav,Minor,5
Major_342.wav,Major,4
Major_464.wav,Major,2
Minor_320.wav,Minor,3
Minor_153.wav,Minor,4
Major_407.wav,Major,2
Major_56.wav,Major,4
Major_208.wav,Major,5
Major_116.wav,Major,1
Major_438.wav,Major,4
Minor_336.wav,Minor,3
Major_62.wav,Major,2
Major_256.wav,Major,2
Major_379.wav,Major,2
Minor_50.wav,Minor,5
Minor_225.wav,Minor,4
Minor_239.wav,Minor,5
Minor_315.wav,Minor,3
Major_165.wav,Major,1
Major_440.wav,Major,2
Major_307.wav,Major,2
Major_481.wav,Major,1
Major_52.wav,Major,4
Minor_224.wav,Minor,2
Major_97.wav,Major,5
Minor_134.wav,Minor,3
Major_284.wav,Major,3
Major_121.wav,Major,3
Major_156.wav,Major,4
Major_210.wav,Major,4
Major_138.wav,Major,1
Minor_106.wav,Minor,2
Minor_304.wav,Minor,2
Minor_318.wav,Minor,5
Minor_11.wav,Minor,3
Major_120.wav,Major,2
Minor_243.wav,Minor,2
Minor_177.wav,Minor,5
Major_360.wav,Major,5
Major_326.wav,Major,4
Major_61.wav,Major,5
Minor_270.wav,Minor,1
Major_166.wav,Major,2
Minor_255.wav,Minor,3
Major_292.wav,Major,4
Major_423.wav,Major,5
Major_136.wav,Major,3
Major_432.wav,Major,4
Minor_175.wav,Minor,1
Minor_19.wav,Minor,2
Minor_60.wav,Minor,4
Major_348.wav,Major,1
Major_244.wav,Major,2
Minor_346.wav,Minor,5
Major_378.wav,Major,1
Minor_120.wav,Minor,2
